Chapter_Number,Chapter_Title,Section_Identifier,Section_Title,Section_Text
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 51 (2)",Appeal to National Commission.,"Save as otherwise expressly provided under this Act or by any other law for the time being in force, an appeal shall lie to the National Commission from any order passed in appeal by any State Commission, if the National Commission is satisfied that the case involves a substantial question of law."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 51 (3)",Appeal to National Commission.,"In an appeal involving a question of law, the memorandum of appeal shall precisely state the substantial question of law involved in the appeal."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 51 (4)",Appeal to National Commission.,"Where the National Commission is satisfied that a substantial question of law is involved in any case, it shall formulate that question and hear the appeal on that question: Provided that nothing in this sub-section shall be deemed to take away or abridge the power of the National Commission to hear, for reasons to be recorded in writing, the appeal on any other substantial question of law, if it is satisfied that the case involves such question of law."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 51 (5)",Appeal to National Commission.,"An appeal may lie to the National Commission under this section from an order passed ex parte by the State Commission."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 52,Hearing of appeal.,"An appeal filed before the State Commission or the National Commission, as the case may be, shall be heard as expeditiously as possible and every endeavour shall be made to dispose of the appeal within a period of ninety days from the date of its admission: Provided that no adjournment shall ordinarily be granted by the State Commission or the National Commission, as the case may be, unless sufficient cause is shown and the reasons for grant of adjournment have been recorded in writing by such Commission: Provided further that the State Commission or the National Commission, as the case may be, shall make such orders as to the costs occasioned by the adjournment, as may be specified by regulations: Provided also that in the event of an appeal being disposed of after the period so specified, the State Commission or the National Commission, as the case may be, shall record in writing the reasons for the same at the time of disposing of the said appeal."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 53 (1)",Establishment of National Consumer Disputes Redressal Commission.,"The Central Government shall, by notification, establish a National Consumer Disputes Redressal Commission, to be known as the National Commission."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 53 (2)",Establishment of National Consumer Disputes Redressal Commission.,"The National Commission shall ordinarily function at the National Capital Region and perform its functions at such other places as the Central Government may in consultation with the National Commission notify in the Official Gazette: Provided that the Central Government may, by notification, establish regional Benches of the National Commission, at such places, as it deems fit."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 54,Composition of National Commission.,"The National Commission shall consist of— (a) a President; and (b) not less than four and not more than such number of members as may be prescribed."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 55 (1)",Qualifications etc. of President and members of National Commission.,"The Central Government may, by notification, make rules to provide for qualifications, appointment, term of office, salaries and allowances, resignation, removal and other terms and conditions of service of the President and members of the National Commission: Provided that the President and members of the National Commission shall hold office for such term as specified in the rules made by the Central Government but not exceeding five years from the date on which he enters upon his office and shall be eligible for re-appointment: Provided further that no President or members shall hold office as such after he has attained such age as specified in the rules made by the Central Government which shall not exceed,— (a) in the case of the President, the age of seventy years; (b) in the case of any other member, the age of sixty-seven years."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 55 (2)",Qualifications etc. of President and members of National Commission.,"Neither the salary and allowances nor the other terms and conditions of service of President and members of the National Commission shall be varied to his disadvantage after his appointment."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 56,Transitional provision.,"The President and every other member appointed immediately before the commencement of section 177 of the Finance Act, 2017 shall continue to be governed by the provisions of the Consumer Protection Act, 1986 and the rules made thereunder as if this Act had not come into force."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 57 (1)",Other officers and employees of National Commission.,"The Central Government shall provide, in consultation with the President of the National Commission, such number of officers and other employees to assist the National Commission in the discharge of its functions as it may think fit."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 57 (2)",Other officers and employees of National Commission.,"The officers and other employees of the National Commission shall discharge their functions under the general superintendence of the President of the National Commission."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 57 (3)",Other officers and employees of National Commission.,"The salaries and allowances payable to, and the other terms and conditions of service of, the officers and other employees of the National Commission shall be such as may be prescribed."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 58 (1)",Jurisdiction of National Commission.,"Subject to the other provisions of this Act, the National Commission shall have jurisdiction— (a) to entertain— (i) complaints where the value of the goods or services paid as consideration exceeds rupees ten crore: Provided that where the Central Government deems it necessary so to do, it may prescribe such other value, as it deems fit; (ii) complaints against unfair contracts, where the value of goods or services paid as consideration exceeds ten crore rupees; (iii) appeals against the orders of any State Commission; (iv) appeals against the orders of the Central Authority; and (b) to call for the records and pass appropriate orders in any consumer dispute which is pending before or has been decided by any State Commission where it appears to the National Commission that such State Commission has exercised a jurisdiction not vested in it by law, or has failed to exercise a jurisdiction so vested, or has acted in the exercise of its jurisdiction illegally or with material irregularity."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 58 (2)",Jurisdiction of National Commission.,"The jurisdiction, powers and authority of the National Commission may be exercised by Benches thereof and a Bench may be constituted by the President with one or more members as he may deem fit: Provided that the senior-most member of the Bench shall preside over the Bench."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 58 (3)",Jurisdiction of National Commission.,"Where the members of a Bench differ in opinion on any point, the points shall be decided according to the opinion of the majority, if there is a majority, but if the members are equally divided, they shall state the point or points on which they differ, and make a reference to the President who shall either hear the point or points himself or refer the case for hearing on such point or points by one or more of the other members and such point or points shall be decided according to the opinion of the majority of the members who have heard the case, including those who first heard it: Provided that the President or the other member, as the case may be, shall give opinion on the point or points so referred within a period of two months from the date of such reference."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 59 (1)",Procedure applicable to National Commission.,"The provisions relating to complaints under sections 35, 36, 37, 38 and 39 shall, with such modifications as may be considered necessary, be applicable to the disposal of complaints by the National Commission."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 59 (2)",Procedure applicable to National Commission.,"Without prejudice to sub-section (1), the National Commission may also declare any terms of contract, which is unfair to any consumer to be null and void."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 60,Review by National Commission in certain cases.,"The National Commission shall have the power to review any of the order passed by it if there is an error apparent on the face of the record, either of its own motion or on an application made by any of the parties within thirty days of such order."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 61,Power to set aside ex parte orders.,"Where an order is passed by the National Commission ex parte, the aggrieved party may make an application to the Commission for setting aside such order."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 62,Transfer of cases.,"On the application of the complainant or of its own motion, the National Commission may, at any stage of the proceeding, in the interest of justice, transfer any complaint pending before the District Commission of one State to a District Commission of another State or before one State Commission to another State Commission."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 63,Vacancy in office of President of National Commission.,"When the office of President of the National Commission is vacant or a person occupying such office is, by reason of absence or otherwise, unable to perform the duties of his office, these shall be performed by the senior-most member of the National Commission: Provided that where a retired Judge of a High Court or a person who has been a Judicial Member is a member of the National Commission, such member or where the number of such members is more than one, the senior-most person amongst such members, shall preside over the National Commission in the absence of President of that Commission."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 64,Vacancies or defects in appointment not to invalidate orders.,"No act or proceeding of the District Commission, the State Commission or the National Commission shall be invalid by reason only of the existence of any vacancy amongst its members or any defect in the constitution thereof."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 65 (1)",Service of notice etc.,"All notices, required by this Act to be served, shall be served by delivering or transmitting a copy thereof by registered post acknowledgment due addressed to opposite party against whom complaint is made or to the complainant by speed post or by such courier service, approved by the District Commission, the State Commission or the National Commission, as the case may be, or by any other mode of transmission of documents including electronic means."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 65 (2)",Service of notice etc.,"Without prejudice to the provisions contained in sub-section (1), the notice required by this Act may be served on an electronic service provider at the address provided by it on the electronic platform from where it provides its services as such and for this purpose, the electronic service provider shall designate a nodal officer to accept and process such notices."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 65 (3)",Service of notice etc.,"When an acknowledgment or any other receipt purporting to be signed by the opposite party or his agent or, as the case may be, by the complainant is received by the District Commission, the State Commission or the National Commission, as the case may be, or postal article containing the notice is received back by such District Commission, State Commission or the National Commission, with an endorsement purporting to have been made by a postal employee or by any person authorised by the courier service to the effect that the opposite party or his agent or complainant had refused to take delivery of the postal article containing the notice or had refused to accept the notice by any other means specified in sub-section (1) when tendered or transmitted to him, the District Commission or the State Commission or the National Commission, as the case may be, shall declare that the notice has been duly served on the opposite party or to the complainant, as the case may be: Provided that where the notice was properly addressed, pre-paid and duly sent by registered post acknowledgment due, a declaration referred to in this sub-section shall be made notwithstanding the fact that the acknowledgment has been lost or misplaced, or for any other reason, has not been received by the District Commission, the State Commission or the National Commission, as the case may be, within thirty days from the date of issue of notice."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 65 (4)",Service of notice etc.,"All notices required to be served on an opposite party or to complainant, as the case may be, shall be deemed to be sufficiently served, if addressed in the case of the opposite party, to the place where business or profession is carried on, and in case of the complainant, the place where such person actually and voluntarily resides."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 66,Experts to assist National Commission or State Commission.,"Where the National Commission or the State Commission, as the case may be, on an application by a complainant or otherwise, is of the opinion that it involves the larger interest of consumers, it may direct any individual or organisation or expert to assist the National Commission or the State Commission, as the case may be."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 67,Appeal against order of National Commission.,"Any person, aggrieved by an order made by the National Commission in exercise of its powers conferred by sub-clause (i) or (ii) of clause (a) of sub-section (1) of section 58, may prefer an appeal against such order to the Supreme Court within a period of thirty days from the date of the order: Provided that the Supreme Court may entertain an appeal after the expiry of the said period of thirty days if it is satisfied that there was sufficient cause for not filing it within that period: Provided further that no appeal by a person who is required to pay any amount in terms of an order of the National Commission shall be entertained by the Supreme Court unless that person has deposited fifty per cent. of that amount in the manner as may be prescribed."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 68,Finality of orders.,"Every order of a District Commission or the State Commission or the National Commission, as the case may be, shall, if no appeal has been preferred against such order under the provisions of this Act, be final."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 69 (1)",Limitation period.,"The District Commission, the State Commission or the National Commission shall not admit a complaint unless it is filed within two years from the date on which the cause of action has arisen."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 69 (2)",Limitation period.,"Notwithstanding anything contained in sub-section (1), a complaint may be entertained after the period specified in sub-section (1), if the complainant satisfies the District Commission, the State Commission or the National Commission, as the case may be, that he had sufficient cause for not filing the complaint within such period: Provided that no such complaint shall be entertained unless the District Commission or the State Commission or the National Commission, as the case may be, records its reasons for condoning such delay."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 70 (1)",Administrative control.,"The National Commission shall have the authority to lay down such adequate standards in consultation with the Central Government from time to time, for better protection of the interests of consumers and for that purpose, shall have administrative control over all the State Commissions in the following matters, namely:— (a) monitoring performance of the State Commissions in terms of their disposal by calling for periodical returns regarding the institution, disposal and pendency of cases; (b) investigating into any allegations against the President and members of a State Commission and submitting inquiry report to the State Government concerned along with copy endorsed to the Central Government for necessary action; (c) issuance of instructions regarding adoption of uniform procedure in the hearing of matters, prior service of copies of documents produced by one party to the opposite parties, furnishing of english translation of judgments written in any language, speedy grant of copies of documents; (d) overseeing the functioning of the State Commission or the District Commission either by way of inspection or by any other means, as the National Commission may like to order from time to time, to ensure that the objects and purposes of the Act are best served and the standards set by the National Commission are implemented without interfering with their quasi-judicial freedom."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 70 (2)",Administrative control.,"There shall be a monitoring cell to be constituted by the President of the National Commission to oversee the functioning of the State Commissions from the administrative point of view."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 70 (3)",Administrative control.,"The State Commission shall have administrative control over all the District Commissions within its jurisdiction in all matters referred to in sub-section (1)."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 70 (4)",Administrative control.,"The National Commission and the State Commissions shall furnish to the Central Government periodically or as and when required, any information including the pendency of cases in such form and manner as may be prescribed."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 70 (5)",Administrative control.,"The State Commission shall furnish, periodically or as and when required to the State Government any information including pendency of cases in such form and manner as may be prescribed."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,Section 71,Enforcement of orders of District Commission State Commission and National Commission.,"Every order made by a District Commission, State Commission or the National Commission shall be enforced by it in the same manner as if it were a decree made by a Court in a suit before it and the provisions of Order XXI of the First Schedule to the Code of Civil Procedure, 1908 shall, as far as may be, applicable, subject to the modification that every reference therein to the decree shall be construed as reference to the order made under this Act."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 72 (1)",Penalty for non-compliance of order.,"Whoever fails to comply with any order made by the District Commission or the State Commission or the National Commission, as the case may be, shall be punishable with imprisonment for a term which shall not be less than one month, but which may extend to three years, or with fine, which shall not be less than twenty-five thousand rupees, but which may extend to one lakh rupees, or with both."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 72 (2)",Penalty for non-compliance of order.,"Notwithstanding anything contained in the Code of Criminal Procedure, 1973, the District Commission, the State Commission or the National Commission, as the case may be, shall have the power of a Judicial Magistrate of first class for the trial of offences under sub-section (1), and on conferment of such powers, the District Commission or the State Commission or the National Commission, as the case may be, shall be deemed to be a Judicial Magistrate of first class for the purposes of the Code of Criminal Procedure, 1973."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 72 (3)",Penalty for non-compliance of order.,"Save as otherwise provided, the offences under sub-section (1) shall be tried summarily by the District Commission or the State Commission or the National Commission, as the case may be."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 73 (1)",Appeal against order passed under section 72.,"Notwithstanding anything contained in the Code of Criminal Procedure, 1973, where an order is passed under sub-section (1) of section 72, an appeal shall lie, both on facts and on law from— (a) the order made by the District Commission to the State Commission; (b) the order made by the State Commission to the National Commission; and (c) the order made by the National Commission to the Supreme Court."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 73 (2)",Appeal against order passed under section 72.,"Except as provided in sub-section (1), no appeal shall lie before any court, from any order of a District Commission or a State Commission or the National Commission, as the case may be."
IV,CONSUMER DISPUTES REDRESSAL COMMISSION,"Section 73 (3)",Appeal against order passed under section 72.,"Every appeal under this section shall be preferred within a period of thirty days from the date of order of a District Commission or a State Commission or the National Commission, as the case may be: Provided that the State Commission or the National Commission or the Supreme Court, as the case may be, may entertain an appeal after the expiry of the said period of thirty days, if it is satisfied that the appellant had sufficient cause for not preferring the appeal within the said period of thirty days."
V,MEDIATION,"Section 74 (1)",Establishment of consumer mediation cell.,"The State Government shall establish, by notification, a consumer mediation cell to be attached to each of the District Commissions and the State Commissions of that State."
V,MEDIATION,"Section 74 (2)",Establishment of consumer mediation cell.,"The Central Government shall establish, by notification, a consumer mediation cell to be attached to the National Commission and each of the regional Benches."
V,MEDIATION,"Section 74 (3)",Establishment of consumer mediation cell.,"A consumer mediation cell shall consist of such persons as may be prescribed."
V,MEDIATION,"Section 74 (4)",Establishment of consumer mediation cell.,"Every consumer mediation cell shall maintain— (a) a list of empanelled mediators; (b) a list of cases handled by the cell; (c) record of proceeding; and (d) any other information as may be specified by regulations."
V,MEDIATION,"Section 74 (5)",Establishment of consumer mediation cell.,"Every consumer mediation cell shall submit a quarterly report to the District Commission, State Commission or the National Commission to which it is attached, in the manner specified by regulations."
V,MEDIATION,"Section 75 (1)",Empanelment of mediators.,"For the purpose of mediation, the National Commission or the State Commission or the District Commission, as the case may be, shall prepare a panel of the mediators to be maintained by the consumer mediation cell attached to it, on the recommendation of a selection committee consisting of the President and a member of that Commission."
V,MEDIATION,"Section 75 (2)",Empanelment of mediators.,"The qualifications and experience required for empanelment as mediator, the procedure for empanelment, the manner of training empanelled mediators, the fee payable to empanelled mediator, the terms and conditions for empanelment, the code of conduct for empanelled mediators, the grounds on which, and the manner in which, empanelled mediators shall be removed or empanelment shall be cancelled and other matters relating thereto, shall be such as may be specified by regulations."
V,MEDIATION,"Section 75 (3)",Empanelment of mediators.,"The panel of mediators prepared under sub-section (1) shall be valid for a period of five years, and the empanelled mediators shall be eligible to be considered for re-empanelment for another term, subject to such conditions as may be specified by regulations."
V,MEDIATION,Section 76,Nomination of mediators from panel.,"The District Commission, the State Commission or the National Commission shall, while nominating any person from the panel of mediators referred to in section 75, consider his suitability for resolving the consumer dispute involved."
V,MEDIATION,Section 77,Duty of mediator to disclose certain facts.,"It shall be the duty of the mediator to disclose— (a) any personal, professional or financial interest in the outcome of the consumer dispute; (b) the circumstances which may give rise to a justifiable doubt as to his independence or impartiality; and (c) such other facts as may be specified by regulations."
V,MEDIATION,Section 78,Replacement of mediator in certain cases.,"Where the District Commission or the State Commission or the National Commission, as the case may be, is satisfied, on the information furnished by the mediator or on the information received from any other person including parties to the complaint and after hearing the mediator, it shall replace such mediator by another mediator."
V,MEDIATION,"Section 79 (1)",Procedure for mediation.,"The mediation shall be held in the consumer mediation cell attached to the District Commission, the State Commission or the National Commission, as the case may be."
V,MEDIATION,"Section 79 (2)",Procedure for mediation.,"Where a consumer dispute is referred for mediation by the District Commission or the State Commission or the National Commission, as the case may be, the mediator nominated by such Commission shall have regard to the rights and obligations of the parties, the usages of trade, if any, the circumstances giving rise to the consumer dispute and such other relevant factors, as he may deem necessary and shall be guided by the principles of natural justice while carrying out mediation."
V,MEDIATION,"Section 79 (3)",Procedure for mediation.,"The mediator so nominated shall conduct mediation within such time and in such manner as may be specified by regulations."
V,MEDIATION,"Section 80 (1)",Settlement through mediation.,"Pursuant to mediation, if an agreement is reached between the parties with respect to all of the issues involved in the consumer dispute or with respect to only some of the issues, the terms of such agreement shall be reduced to writing accordingly, and signed by the parties to such dispute or their authorised representatives."
V,MEDIATION,"Section 80 (2)",Settlement through mediation.,"The mediator shall prepare a settlement report of the settlement and forward the signed agreement along with such report to the concerned Commission."
V,MEDIATION,"Section 80 (3)",Settlement through mediation.,"Where no agreement is reached between the parties within the specified time or the mediator is of the opinion that settlement is not possible, he shall prepare his report accordingly and submit the same to the concerned Commission."
V,MEDIATION,"Section 81 (1)",Recording settlement and passing of order.,"The District Commission or the State Commission or the National Commission, as the case may be, shall, within seven days of the receipt of the settlement report, pass suitable order recording such settlement of consumer dispute and dispose of the matter accordingly."
V,MEDIATION,"Section 81 (2)",Recording settlement and passing of order.,"Where the consumer dispute is settled only in part, the District Commission or the State Commission or the National Commission, as the case may be, shall record settlement of the issues which have been so settled and continue to hear other issues involved in such consumer dispute."
V,MEDIATION,"Section 81 (3)",Recording settlement and passing of order.,"Where the consumer dispute could not be settled by mediation, the District Commission or the State Commission or the National Commission, as the case may be, shall continue to hear all the issues involved in such consumer dispute."
VI,PRODUCT LIABILITY,Section 82,Application of Chapter.,"This Chapter shall apply to every claim for compensation under a product liability action by a complainant for any harm caused by a defective product manufactured by a product manufacturer or serviced by a product service provider or sold by a product seller."
VI,PRODUCT LIABILITY,Section 83,Product liability action.,"A product liability action may be brought by a complainant against a product manufacturer or a product service provider or a product seller, as the case may be, for any harm caused to him on account of a defective product."
VI,PRODUCT LIABILITY,"Section 84 (1)",Liability of product manufacturer.,"A product manufacturer shall be liable in a product liability action, if— (a) the product contains a manufacturing defect; or (b) the product is defective in design; or (c) there is a deviation from manufacturing specifications; or (d) the product does not conform to the express warranty; or (e) the product fails to contain adequate instructions of correct usage to prevent any harm or any warning regarding improper or incorrect usage."
VI,PRODUCT LIABILITY,"Section 84 (2)",Liability of product manufacturer.,"A product manufacturer shall be liable in a product liability action even if he proves that he was not negligent or fraudulent in making the express warranty of a product."
VI,PRODUCT LIABILITY,Section 85,Liability of product service provider.,"A product service provider shall be liable in a product liability action, if— (a) the service provided by him was faulty or imperfect or deficient or inadequate in quality, nature or manner of performance which is required to be provided by or under any law for the time being in force, or pursuant to any contract or otherwise; or (b) there was an act of omission or commission or negligence or conscious withholding any information which caused harm; or (c) the service provider did not issue adequate instructions or warnings to prevent any harm; or (d) the service did not conform to express warranty or the terms and conditions of the contract."
VI,PRODUCT LIABILITY,Section 86,Liability of product sellers.,"A product seller who is not a product manufacturer shall be liable in a product liability action, if— (a) he has exercised substantial control over the designing, testing, manufacturing, packaging or labelling of a product that caused harm; or (b) he has altered or modified the product and such alteration or modification was the substantial factor in causing the harm; or (c) he has made an express warranty of a product independent of any express warranty made by a manufacturer and such product failed to conform to the express warranty made by the product seller which caused the harm; or (d) the product has been sold by him and the identity of product manufacturer of such product is not known, or if known, the service of notice or process or warrant cannot be effected on him or he is not subject to the law which is in force in India or the order, if any, passed or to be passed cannot be enforced against him; or (e) he failed to exercise reasonable care in assembling, inspecting or maintaining such product or he did not pass on the warnings or instructions of the product manufacturer regarding the dangers involved or proper usage of the product while selling such product and such failure was the proximate cause of the harm."
VI,PRODUCT LIABILITY,"Section 87 (1)",Exceptions to product liability action.,"A product liability action cannot be brought against the product seller if, at the time of harm, the product was misused, altered, or modified."
VI,PRODUCT LIABILITY,"Section 87 (2)",Exceptions to product liability action.,"In any product liability action based on the failure to provide adequate warnings or instructions, the product manufacturer shall not be liable, if— (a) the product was purchased by an employer for use at the workplace and the product manufacturer had provided warnings or instructions to such employer; (b) the product was sold as a component or material to be used in another product and necessary warnings or instructions were given by the product manufacturer to the purchaser of such component or material, but the harm was caused to the complainant by use of the end product in which such component or material was used; (c) the product was one which was legally meant to be used or dispensed only by or under the supervision of an expert or a class of experts and the product manufacturer had employed reasonable means to give the warnings or instructions for usage of such product to such expert or class of experts; or (d) the complainant, while using such product, was under the influence of alcohol or any prescription drug which had not been prescribed by a medical practitioner."
VI,PRODUCT LIABILITY,"Section 87 (3)",Exceptions to product liability action.,"A product manufacturer shall not be liable for failure to instruct or warn about a danger which is obvious or commonly known to the user or consumer of such product or which, such user or consumer, ought to have known, taking into account the characteristics of such product."
VII,OFFENCES AND PENALTIES,Section 88,Penalty for non-compliance of direction of Central Authority.,"Whoever, fails to comply with any direction of the Central Authority under sections 20 and 21, shall be punished with imprisonment for a term which may extend to six months or with fine which may extend to twenty lakh rupees, or with both."
VII,OFFENCES AND PENALTIES,Section 89,Punishment for false or misleading advertisement.,"Any manufacturer or service provider who causes a false or misleading advertisement to be made which is prejudicial to the interest of consumers shall be punished with imprisonment for a term which may extend to two years and with fine which may extend to ten lakh rupees; and for every subsequent offence, be punished with imprisonment for a term which may extend to five years and with fine which may extend to fifty lakh rupees."
VII,OFFENCES AND PENALTIES,"Section 90 (1)",Punishment for manufacturing for sale or storing selling or distributing or importing products containing adulterant.,"Whoever, by himself or by any other person on his behalf, manufactures for sale or stores or sells or distributes or imports any product containing an adulterant shall be punished, if such act— (a) does not result in any injury to the consumer, with imprisonment for a term which may extend to six months and with fine which may extend to one lakh rupees; (b) causing injury not amounting to grievous hurt to the consumer, with imprisonment for a term which may extend to one year and with fine which may extend to three lakh rupees; (c) causing injury resulting in grievous hurt to the consumer, with imprisonment for a term which may extend to seven years and with fine which may extend to five lakh rupees; and (d) results in the death of a consumer, with imprisonment for a term which shall not be less than seven years, but which may extend to imprisonment for life and with fine which shall not be less than ten lakh rupees."
VII,OFFENCES AND PENALTIES,"Section 90 (2)",Punishment for manufacturing for sale or storing selling or distributing or importing products containing adulterant.,"The offences under clauses (c) and (d) of sub-section (1) shall be cognizable and non-bailable."
VII,OFFENCES AND PENALTIES,"Section 90 (3)",Punishment for manufacturing for sale or storing selling or distributing or importing products containing adulterant.,"Notwithstanding the punishment under sub-section (1), the court may, in case of first conviction, suspend any licence issued to the person referred to in that sub-section, under any law for the time being in force, for a period up to two years, and in case of second or subsequent conviction, cancel the licence. Explanation.—For the purposes of this section,— (a) ""adulterant"" means any material including extraneous matter which is employed or used for making a product unsafe; (b) ""grievous hurt"" shall have the same meaning as assigned to it in section 320 of the Indian Penal Code."
VII,OFFENCES AND PENALTIES,"Section 91 (1)",Punishment for manufacturing for sale or for storing or selling or distributing or importing spurious goods.,"Whoever, by himself or by any other person on his behalf, manufactures for sale or stores or sells or distributes or imports any spurious goods shall be punished, if such act— (a) causing injury not amounting to grievous hurt to the consumer, with imprisonment for a term which may extend to one year and with fine which may extend to three lakh rupees; (b) causing injury resulting in grievous hurt to the consumer, with imprisonment for a term which may extend to seven years and with fine which may extend to five lakh rupees; (c) results in the death of a consumer, with imprisonment for a term which shall not be less than seven years, but may extend to imprisonment for life and with fine which shall not be less than ten lakh rupees."
VII,OFFENCES AND PENALTIES,"Section 91 (2)",Punishment for manufacturing for sale or for storing or selling or distributing or importing spurious goods.,"The offences under clauses (b) and (c) of sub-section (1) shall be cognizable and non-bailable."
VII,OFFENCES AND PENALTIES,"Section 91 (3)",Punishment for manufacturing for sale or for storing or selling or distributing or importing spurious goods.,"Notwithstanding the punishment under sub-section (1), the court may, in case of first conviction, suspend any licence issued to the person referred to in that sub-section, under any law for the time being in force, for a period up to two years, and in case of second or subsequent conviction, cancel the licence."
VII,OFFENCES AND PENALTIES,Section 92,Cognizance of offence by court.,"No cognizance shall be taken by a competent court of any offence under sections 88 and 89 except on a complaint filed by the Central Authority or any officer authorised by it in this behalf."
VII,OFFENCES AND PENALTIES,Section 93,Vexatious search.,"The Director General or any other officer, exercising powers under section 22, who knows that there are no reasonable grounds for so doing, and yet— (a) searches, or causes to be searched any premises; or (b) seizes any record, register or other document or article, shall, for every such offence, be punished with imprisonment for a term which may extend to one year, or with fine which may extend to ten thousand rupees or with both."
VIII,MISCELLANEOUS,Section 94,Measures to prevent unfair trade practices in e-commerce direct selling etc.,"For the purposes of preventing unfair trade practices in e-commerce, direct selling and also to protect the interest and rights of consumers, the Central Government may take such measures in the manner as may be prescribed."
VIII,MISCELLANEOUS,Section 95,"Presidents members Chief Commissioner and certain officers to be public servants.","The Presidents and members of the District Commission, the State Commission and the National Commission, and officers and other employees thereof, the Chief Commissioner and the Commissioner of the Central Authority, the Director General, the Additional Director General, the Director, the Joint Director, the Deputy Director and the Assistant Director and all other officers and employees of the Central Authority and other persons performing any duty under this Act, while acting or purporting to act in pursuance of any of the provisions of this Act, shall be deemed to be public servants within the meaning of section 21 of the Indian Penal Code."
VIII,MISCELLANEOUS,"Section 96 (1)",Compounding of offences.,"Any offence punishable under sections 88 and 89, may, either before or after the institution of the prosecution, be compounded, on payment of such amount as may be prescribed: Provided that no compounding of such offence shall be made without the leave of the court before which a complaint has been filed under section 92: Provided further that such sum shall not, in any case, exceed the maximum amount of the fine, which may be imposed under this Act for the offence so compounded."
VIII,MISCELLANEOUS,"Section 96 (2)",Compounding of offences.,"The Central Authority or any officer as may be specially authorised by him in this behalf, may compound offences under sub-section (1)."
VIII,MISCELLANEOUS,"Section 96 (3)",Compounding of offences.,"Nothing in sub-section (1) shall apply to person who commits the same or similar offence, within a period of three years from the date on which the first offence, committed by him, was compounded. Explanation.—For the purposes of this sub-section, any second or subsequent offence committed after the expiry of a period of three years from the date on which the offence was previously compounded, shall be deemed to be a first offence."
VIII,MISCELLANEOUS,"Section 96 (4)",Compounding of offences.,"Where an offence has been compounded under sub-section (1), no proceeding or further proceeding, as the case may be, shall be taken against the offender in respect of the offence so compounded."
VIII,MISCELLANEOUS,"Section 96 (5)",Compounding of offences.,"The acceptance of the sum of money for compounding an offence in accordance with sub-section (1) by the Central Authority or an officer of the Central Authority empowered in this behalf shall be deemed to amount to an acquittal within the meaning of the Code of Criminal Procedure, 1973."
VIII,MISCELLANEOUS,Section 97,Manner of crediting penalty.,"The penalty collected under section 21 and the amount collected under section 96 shall be credited to such fund as may be prescribed."
